ID,CPU_Frequency_GHz,CPU_Cores,CPU_Brand,CPU_Generation,RAM_GB,Storage_GB,Storage_Type,GPU_Type,GPU_Model,GPU_Memory_GB,WIFI,WIFI_Standard,Bluetooth,Bluetooth_Version,Computer_Type,Operating_System,USB_3_Ports,USB_C_Ports,USB_2_Ports,Ethernet_Speed,Brand,Model,Purchase_Date,Age_Days,Condition,Price_USD,Power_Consumption_W,Weight_kg,Screen_Size_inch,Case_Type
PC-0777,2.04,8.0,AMD Ryzen 5,11.0,4.0,2000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.2,Workstation,Ubuntu 22.04,7.0,3.0,1.0,1Gbps,Microsoft,Vostro 1269,2025-11-16,89.0,New,1344.0,,,,Full Tower
PC-0778,4.06,6.0,Intel Core i5,10.0,16.0,1000.0,SSD,Dedicated,NVIDIA GTX 1650,12,False,,True,5.1,Laptop,Windows Server,4.0,2.0,3.0,1Gbps,Microsoft,Vostro 4963,2022-09-08,1254.0,Like New,1421.0,248.0,1.9,15.6,
PC-0779,4.05,4.0,AMD Ryzen 9,14.0,32.0,1000.0,HDD,Integrated,Intel UHD,Shared,False,,True,4.0,Gaming PC,Windows 11,6.0,1.0,,1Gbps,Custom Built,ThinkPad 5772,2023-04-08,1042.0,Fair,1172.0,96.0,,,Small Form Factor
PC-0780,3.73,12.0,Intel Core i5,7.0,16.0,4000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.0,Laptop,Windows 10,0.0,1.0,1.0,2.5Gbps,Apple,ROG 1025,2024-04-11,673.0,Like New,2284.0,158.0,1.2,13.3,
PC-0781,3.95,2.0,AMD Ryzen 5,9.0,4.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,24,True,802.11ac,True,5.1,Mini PC,Windows 11,2.0,0.0,1.0,100Mbps,Custom Built,MacBook 4941,2023-10-03,864.0,New,934.0,217.0,,,
PC-0782,3.33,16.0,Intel Core i9,10.0,128.0,512.0,HDD,Integrated,Intel UHD,Shared,True,802.11ax,True,4.2,Mini PC,Windows 11,2.0,2.0,0.0,2.5Gbps,HP,ROG 4068,2023-09-07,890.0,Good,2242.0,199.0,,,
PC-0783,2.13,6.0,AMD Ryzen 5,10.0,1024.0,128.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.0,Desktop,Ubuntu 20.04,5.0,1.0,5.0,100Mbps,Samsung,Inspiron 9576,2022-07-19,1305.0,Like New,6012.0,593.0,,,Mid Tower
PC-0784,2.52,8.0,Intel Core i5,9.0,128.0,2000.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.1,Server,Windows 11,2.0,0.0,4.0,1Gbps,HP,MacBook 2108,2024-12-18,422.0,Like New,1861.0,274.0,,,
PC-0785,1.84,8.0,Intel Core i3,11.0,256.0,2000.0,SSD,Integrated,AMD Radeon Graphics,Shared,False,,False,,Laptop,Windows 10,1.0,3.0,3.0,2.5Gbps,Samsung,Vostro 9914,2023-09-21,876.0,Good,2667.0,238.0,3.2,16.0,
PC-0786,4.82,16.0,Intel Xeon,12.0,16.0,256.0,SSD,Dedicated,AMD Radeon RX 6600,8,True,802.11ac,True,5.0,Mini PC,Linux Server,0.0,3.0,1.0,100Mbps,ASUS,Vostro 9316,2024-03-13,702.0,Like New,2095.0,291.0,,,
PC-0787,3.49,8.0,Intel Core i7,13.0,1024.0,1000.0,NVMe,Dedicated,NVIDIA A6000,16,True,802.11ac,True,5.2,Laptop,Ubuntu 20.04,0.0,0.0,1.0,2.5Gbps,Dell,Vostro 1333,2025-03-12,,Fair,6338.0,762.0,2.6,,
PC-0788,2.74,8.0,AMD Ryzen 7,12.0,16.0,512.0,NVMe,Integrated,AMD Radeon Graphics,Shared,False,,True,5.2,Workstation,Windows 11,3.0,1.0,5.0,100Mbps,Custom Built,ROG 8702,2025-05-23,266.0,Good,1313.0,103.0,,,Mini Tower
PC-0789,2.99,2.0,AMD EPYC,12.0,512.0,256.0,SSD,Dedicated,NVIDIA RTX 3060,16,True,802.11ac,False,,Laptop,Linux Server,1.0,2.0,4.0,2.5Gbps,ASUS,XPS 7338,2023-12-03,803.0,Good,3544.0,469.0,3.4,27.0,
PC-0790,4.98,8.0,Intel Core i5,10.0,2048.0,8000.0,SSD,Dedicated,AMD Radeon RX 7900,48,True,802.11ac,False,,Desktop,Windows 10,4.0,0.0,1.0,1Gbps,Acer,MacBook 5155,2022-05-06,1379.0,Like New,13026.0,1344.0,,,Full Tower
PC-0791,1.73,4.0,Intel Core i7,12.0,64.0,256.0,HDD,Dedicated,NVIDIA RTX 3060,16,True,802.11ac,True,5.0,Desktop,Windows 10,5.0,1.0,0.0,1Gbps,HP,XPS 6850,2025-02-18,360.0,Fair,1000.0,255.0,,,Small Form Factor
PC-0792,3.5,10.0,AMD Ryzen 5,9.0,1024.0,128.0,SSHD,Integrated,Intel UHD,Shared,True,802.11n,True,5.2,Laptop,Debian,0.0,0.0,4.0,10Gbps,Custom Built,Inspiron 6649,2023-05-06,1014.0,Good,6107.0,613.0,1.0,16.0,
PC-0793,3.17,8.0,AMD EPYC,9.0,32.0,1000.0,HDD,Dedicated,NVIDIA GTX 1650,8,True,802.11ax,True,4.2,Server,Windows 11,1.0,1.0,0.0,1Gbps,ASUS,EliteBook 2698,2025-07-11,217.0,New,1602.0,366.0,,,
PC-0794,3.61,8.0,Intel Xeon,9.0,16.0,2000.0,HDD,Dedicated,AMD Radeon RX 7900,6,True,802.11n,True,5.2,Laptop,macOS Ventura,1.0,3.0,2.0,1Gbps,Apple,MacBook 3185,2025-03-29,321.0,Like New,1550.0,268.0,2.1,17.3,
PC-0795,1.17,2.0,AMD Ryzen 3,10.0,32.0,128.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11n,True,4.2,Workstation,Windows 11,6.0,0.0,3.0,2.5Gbps,ASUS,XPS 6772,2023-10-17,850.0,Good,696.0,77.0,,,Mid Tower
PC-0796,4.68,2.0,AMD Ryzen 7,9.0,32.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Desktop,Windows 10,0.0,2.0,1.0,100Mbps,MSI,Vostro 6546,2024-02-25,719.0,Fair,1247.0,,,,Mid Tower
PC-0797,4.92,10.0,Intel Core i5,14.0,8.0,1000.0,HDD,Integrated,Intel Iris Xe,Shared,False,,True,4.0,Laptop,Ubuntu 20.04,7.0,0.0,4.0,1Gbps,Acer,ThinkPad 8612,2023-05-28,992.0,Poor,1663.0,114.0,1.3,14.0,
PC-0798,3.42,2.0,AMD EPYC,9.0,64.0,256.0,NVMe,Dedicated,AMD Radeon RX 6600,48,True,802.11n,False,,Desktop,Windows 10,6.0,3.0,0.0,10Gbps,Lenovo,Predator 3986,2022-09-26,1236.0,Good,1259.0,245.0,,,Mini Tower
PC-0799,3.96,2.0,AMD EPYC,7.0,1024.0,256.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Server,macOS Ventura,3.0,3.0,3.0,1Gbps,Lenovo,ThinkPad 2033,2023-07-06,953.0,Good,6084.0,675.0,,,
PC-0800,4.88,2.0,Intel Core i5,10.0,16.0,1000.0,SSD,None,,,True,802.11ac,True,5.1,Gaming PC,Ubuntu 22.04,1.0,1.0,3.0,100Mbps,ASUS,Predator 1605,2022-10-05,1227.0,Like New,1262.0,78.0,,,Mid Tower
PC-0801,4.0,24.0,Intel Core i7,7.0,128.0,512.0,HDD,Integrated,Intel UHD,2GB,True,802.11ac,False,,Laptop,Windows Server,2.0,3.0,1.0,100Mbps,Custom Built,ZBook 4302,2024-02-27,717.0,Good,2760.0,239.0,1.9,14.0,
PC-0802,1.73,10.0,Intel Core i5,7.0,256.0,4000.0,HDD,Dedicated,NVIDIA RTX 3060,4,True,802.11ac,True,5.0,Desktop,macOS Ventura,1.0,1.0,3.0,1Gbps,MSI,XPS 4268,2023-06-04,985.0,Poor,2788.0,418.0,,,Mini Tower
PC-0803,3.46,6.0,Intel Core i7,8.0,512.0,2000.0,NVMe,Dedicated,NVIDIA RTX 3060,48,False,,True,5.3,Desktop,Windows 10,4.0,3.0,1.0,1Gbps,Lenovo,XPS 6170,2023-09-01,896.0,Good,3994.0,506.0,,,Mid Tower
PC-0804,3.59,4.0,AMD Ryzen 7,10.0,1024.0,8000.0,HDD,Dedicated,NVIDIA RTX 3060,8,True,802.11n,True,5.0,Workstation,Debian,0.0,1.0,2.0,100Mbps,Lenovo,ZBook 9444,2022-11-24,1177.0,New,8194.0,812.0,,,Mid Tower
PC-0805,2.84,4.0,Intel Core i9,10.0,32.0,512.0,NVMe,Dedicated,NVIDIA A6000,12,True,802.11n,True,5.0,Laptop,Ubuntu 22.04,7.0,2.0,1.0,2.5Gbps,ASUS,ROG 9897,2022-02-21,1453.0,New,1158.0,241.0,1.4,24.0,
PC-0806,4.12,10.0,Intel Core i3,12.0,1024.0,8000.0,SSD,Dedicated,AMD Radeon RX 6600,12,True,802.11ax,True,5.1,Server,macOS Monterey,4.0,1.0,5.0,1Gbps,Custom Built,Predator 5150,2025-05-02,287.0,Like New,8962.0,942.0,,,
PC-0807,4.93,8.0,Intel Core i7,11.0,128.0,512.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,5.0,Desktop,Debian,3.0,1.0,0.0,10Gbps,Dell,XPS 4131,2024-01-18,757.0,Good,2170.0,159.0,,,Mid Tower
PC-0808,4.89,4.0,AMD EPYC,10.0,,512.0,SSHD,Dedicated,AMD Radeon RX 7900,12,False,,True,5.0,Server,Ubuntu 20.04,5.0,2.0,5.0,2.5Gbps,MSI,ZBook 6848,2022-06-09,1345.0,Poor,1166.0,333.0,,,
PC-0809,2.95,4.0,AMD Ryzen 5,9.0,32.0,128.0,HDD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.1,Workstation,Windows 11,2.0,1.0,3.0,10Gbps,HP,XPS 6438,2022-02-14,1460.0,Like New,992.0,87.0,,,Mini Tower
PC-0810,1.56,2.0,Intel Core i9,9.0,64.0,128.0,NVMe,Dedicated,NVIDIA RTX 3060,16,True,802.11a/b/g,True,5.2,Laptop,Ubuntu 22.04,0.0,1.0,3.0,1Gbps,HP,ZBook 3039,2024-10-05,496.0,Like New,973.0,243.0,1.8,17.3,
PC-0811,5.14,8.0,Intel Core i5,12.0,16.0,1000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Laptop,Windows 11,1.0,2.0,3.0,1Gbps,Dell,MacBook 8159,2022-11-28,1173.0,Good,1696.0,108.0,,16.0,
PC-0812,4.54,10.0,AMD EPYC,7.0,64.0,512.0,NVMe,Dedicated,NVIDIA GTX 1650,16,True,802.11ac,True,5.3,Desktop,Windows 10,2.0,3.0,1.0,1Gbps,Custom Built,ROG 8204,2024-08-20,542.0,Poor,1588.0,287.0,,,Mini Tower
PC-0813,1.61,4.0,AMD Ryzen 9,6.0,64.0,256.0,HDD,Dedicated,NVIDIA GTX 1650,16,True,802.11ac,True,5.3,Laptop,Ubuntu 22.04,1.0,0.0,4.0,1Gbps,Custom Built,ROG 6554,2024-05-19,635.0,Like New,1264.0,255.0,1.4,14.0,
PC-0814,4.88,2.0,Intel Core i7,12.0,16.0,1000.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ax,True,5.0,All-in-One,Windows 10,3.0,1.0,1.0,1Gbps,Dell,ThinkPad 9129,2022-06-04,1350.0,Like New,1279.0,78.0,,16.0,
PC-0815,4.67,2.0,Intel Core i3,10.0,32.0,512.0,NVMe,Integrated,Intel Iris Xe,Shared,True,802.11n,True,5.2,Laptop,Windows 10,5.0,3.0,0.0,2.5Gbps,ASUS,Predator 7018,2023-07-20,939.0,New,1155.0,81.0,2.2,21.5,
PC-0816,3.23,32.0,Intel Core i3,8.0,128.0,1000.0,NVMe,None,,,True,802.11ac,True,5.0,Server,Windows 10,7.0,0.0,1.0,100Mbps,HP,Vostro 5369,2023-03-28,1053.0,Good,3433.0,384.0,,,
PC-0817,3.52,4.0,Intel Core i5,8.0,32.0,512.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ax,True,5.1,Laptop,Ubuntu 22.04,7.0,2.0,3.0,1Gbps,MSI,Inspiron 7955,2022-08-10,1283.0,Fair,1050.0,91.0,3.3,14.0,
PC-0818,2.74,10.0,AMD Ryzen 5,13.0,4.0,2000.0,NVMe,Integrated,Intel UHD,4GB,False,,True,5.0,Desktop,Windows 11,0.0,1.0,2.0,1Gbps,Acer,Inspiron 8055,2024-03-17,698.0,Like New,1577.0,122.0,,,Mid Tower
PC-0819,1.32,8.0,Intel Xeon,12.0,4.0,2000.0,NVMe,Integrated,Intel UHD,Shared,False,,True,5.3,Laptop,macOS Ventura,3.0,1.0,0.0,2.5Gbps,HP,ThinkPad 9937,2025-11-30,75.0,Good,1325.0,112.0,3.5,16.0,
PC-0820,2.47,6.0,AMD Ryzen 3,11.0,32.0,512.0,HDD,None,,,True,802.11ax,False,,Laptop,Windows 11,3.0,2.0,5.0,10Gbps,Dell,ZBook 6262,2024-10-03,,Good,1071.0,101.0,1.6,15.6,
PC-0821,4.39,4.0,AMD Ryzen 9,,512.0,512.0,HDD,None,,,True,802.11n,True,5.2,Laptop,Windows 11,5.0,1.0,2.0,100Mbps,Samsung,Inspiron 2311,2022-03-06,1440.0,Good,,331.0,3.3,13.3,
PC-0822,1.12,4.0,Intel Core i9,10.0,16.0,512.0,HDD,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,True,5.3,Desktop,Windows 11,3.0,0.0,0.0,1Gbps,Acer,MacBook 5843,2024-02-22,722.0,New,945.0,233.0,,,Mid Tower
PC-0823,2.47,8.0,AMD Ryzen 7,14.0,64.0,2000.0,SSD,Dedicated,NVIDIA RTX 3060,12,True,802.11n,True,5.2,Laptop,macOS Monterey,3.0,0.0,0.0,10Gbps,Dell,ZBook 8305,2022-05-21,1364.0,Poor,1610.0,292.0,1.7,17.3,
PC-0824,2.73,10.0,AMD Ryzen 7,14.0,16.0,512.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11n,True,5.3,Desktop,Windows 11,1.0,2.0,3.0,1Gbps,Acer,ROG 3730,2025-04-11,308.0,Good,1302.0,113.0,,,Mid Tower
PC-0825,3.3,8.0,Intel Core i5,8.0,16.0,256.0,SSD,None,,,True,802.11ac,True,5.2,Desktop,Linux Server,6.0,1.0,5.0,2.5Gbps,Samsung,Predator 6759,2024-03-11,704.0,Good,1113.0,101.0,,,Full Tower
PC-0826,4.87,8.0,Intel Core i7,12.0,128.0,128.0,HDD,Integrated,Intel UHD,Shared,False,,True,5.0,Laptop,Windows Server,4.0,3.0,1.0,100Mbps,ASUS,Predator 1693,2023-09-13,884.0,Good,2156.0,155.0,2.0,14.0,
PC-0827,2.52,2.0,AMD Ryzen 5,,64.0,512.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.0,Laptop,Debian,1.0,1.0,5.0,1Gbps,Apple,MacBook 8126,2022-08-28,1265.0,Poor,,97.0,3.2,14.0,
PC-0828,2.52,32.0,Intel Core i3,8.0,8.0,512.0,HDD,Integrated,Intel UHD,Shared,True,802.11n,True,5.0,Mini PC,Windows Server,7.0,2.0,3.0,1Gbps,ASUS,ZBook 1939,2025-06-05,253.0,Good,2403.0,219.0,,,
PC-0829,4.12,10.0,Intel Core i7,11.0,32.0,2000.0,SSD,Dedicated,NVIDIA RTX 3060,16,True,802.11ax,True,4.0,Laptop,Windows 11,5.0,3.0,3.0,2.5Gbps,ASUS,Inspiron 7655,2023-07-23,936.0,Like New,1802.0,286.0,3.0,17.3,
PC-0830,2.95,4.0,AMD Ryzen 3,10.0,4.0,256.0,SSD,Dedicated,NVIDIA RTX 3060,8,True,802.11ac,False,,Server,Ubuntu 20.04,2.0,0.0,3.0,1Gbps,Acer,MacBook 9406,2022-09-18,1244.0,Like New,880.0,325.0,,,
PC-0831,2.02,32.0,AMD EPYC,13.0,32.0,512.0,NVMe,Integrated,Intel UHD,Shared,True,802.11n,True,5.1,Laptop,macOS Ventura,5.0,0.0,2.0,1Gbps,Microsoft,ThinkPad 1510,2025-01-12,397.0,Like New,2697.0,231.0,,16.0,
PC-0832,2.96,8.0,AMD Ryzen 3,7.0,64.0,2000.0,NVMe,None,,,True,802.11a/b/g,True,5.1,Workstation,macOS Monterey,5.0,3.0,5.0,1Gbps,HP,ThinkPad 8179,2023-06-03,986.0,Like New,1969.0,142.0,,,Mini Tower
PC-0833,1.68,8.0,AMD Ryzen 7,10.0,8.0,2000.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ax,True,5.1,Desktop,Fedora,5.0,3.0,5.0,1Gbps,Acer,XPS 3068,2022-05-25,1360.0,Poor,1417.0,114.0,,,Mid Tower
PC-0834,1.82,10.0,Intel Core i9,13.0,16.0,512.0,HDD,Integrated,Intel Iris Xe,Shared,False,,True,5.3,Mini PC,macOS Monterey,5.0,2.0,0.0,2.5Gbps,HP,Inspiron 4866,2023-03-28,1053.0,Fair,1294.0,113.0,,,
PC-0835,3.14,12.0,AMD Ryzen 7,13.0,32.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11n,True,5.3,Laptop,Linux Server,3.0,1.0,4.0,2.5Gbps,HP,MacBook 6933,2024-10-07,494.0,Like New,1592.0,131.0,3.0,14.0,
PC-0836,2.82,8.0,AMD Ryzen 5,8.0,256.0,512.0,HDD,Dedicated,NVIDIA RTX 4080,12,True,802.11ac,True,4.2,Server,Windows 11,5.0,0.0,1.0,100Mbps,Acer,ROG 1530,2023-06-30,959.0,Like New,2180.0,473.0,,,
PC-0837,4.85,4.0,AMD Ryzen 9,9.0,2048.0,4000.0,SSD,Dedicated,NVIDIA RTX 3060,6,True,802.11ac,True,5.0,Laptop,Debian,2.0,1.0,3.0,2.5Gbps,Custom Built,ThinkPad 8371,2022-11-23,1178.0,New,11093.0,1284.0,1.6,24.0,
PC-0838,2.59,4.0,Intel Core i9,,4.0,256.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.0,Desktop,macOS Monterey,5.0,0.0,5.0,100Mbps,HP,MacBook 7095,2023-05-28,992.0,Fair,878.0,75.0,,,Mid Tower
PC-0839,3.48,16.0,AMD Ryzen 5,8.0,128.0,4000.0,HDD,Dedicated,AMD Radeon RX 7900,8,True,802.11ac,True,5.0,Workstation,macOS Monterey,1.0,1.0,5.0,1Gbps,Microsoft,Predator 2259,2022-09-07,1255.0,Like New,3288.0,384.0,,,Small Form Factor
PC-0840,3.69,4.0,AMD Ryzen 5,14.0,32.0,1000.0,HDD,Integrated,Intel UHD,2GB,False,,False,,Desktop,Windows 11,3.0,0.0,0.0,2.5Gbps,Lenovo,ThinkPad 9674,2025-11-03,102.0,Good,1443.0,96.0,,,Mid Tower
PC-0841,1.15,6.0,Intel Core i9,13.0,32.0,1000.0,SSHD,Dedicated,AMD Radeon RX 6600,24,True,802.11n,True,5.2,Laptop,macOS Ventura,7.0,1.0,1.0,100Mbps,Lenovo,MacBook 7521,2023-11-09,827.0,Poor,1009.0,256.0,,14.0,
PC-0842,3.82,6.0,Intel Core i5,8.0,128.0,128.0,SSHD,None,,,True,802.11n,True,5.1,Desktop,Windows Server,,2.0,4.0,None,HP,MacBook 5566,2025-08-20,177.0,Like New,1700.0,145.0,,,Mid Tower
PC-0843,1.83,6.0,Intel Core i3,7.0,256.0,512.0,SSD,Integrated,Intel Iris Xe,2GB,True,802.11n,False,,Laptop,Windows 10,7.0,0.0,4.0,1Gbps,ASUS,EliteBook 2858,2023-06-05,984.0,Fair,2114.0,213.0,2.0,27.0,
PC-0844,5.04,8.0,Intel Core i3,7.0,512.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,6,True,802.11ac,True,5.1,Gaming PC,Ubuntu 22.04,3.0,2.0,3.0,2.5Gbps,ASUS,XPS 4048,2023-08-01,927.0,Like New,4465.0,501.0,,,Mid Tower
PC-0845,1.71,24.0,AMD Ryzen 9,13.0,32.0,256.0,HDD,Dedicated,NVIDIA GTX 1650,16,False,,True,5.3,Laptop,Windows 11,1.0,0.0,4.0,1Gbps,Apple,Predator 9482,2025-06-26,,Good,2189.0,339.0,2.1,16.0,
PC-0846,2.8,4.0,Intel Core i5,8.0,32.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.2,Server,Linux Server,7.0,0.0,4.0,1Gbps,Apple,ROG 2929,2026-02-01,12.0,Like New,1130.0,196.0,,,
PC-0847,1.45,4.0,Intel Core i5,10.0,128.0,8000.0,NVMe,None,,,False,,True,4.2,Laptop,Windows 11,0.0,0.0,1.0,2.5Gbps,Acer,ZBook 5264,2022-10-22,1210.0,Like New,3228.0,214.0,1.4,15.6,
PC-0848,5.19,4.0,AMD Ryzen 7,10.0,16.0,1000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.2,Laptop,Windows 10,4.0,1.0,1.0,2.5Gbps,ASUS,Predator 4515,2024-01-14,761.0,Poor,1493.0,88.0,1.8,13.3,
PC-0849,3.16,16.0,Intel Core i7,11.0,32.0,2000.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11a/b/g,True,5.0,Mini PC,Windows 11,4.0,0.0,3.0,2.5Gbps,Lenovo,ZBook 9047,2023-07-27,932.0,Good,1917.0,166.0,,,
PC-0850,3.54,8.0,AMD Ryzen 3,7.0,32.0,128.0,HDD,Integrated,Intel UHD,2GB,True,802.11ac,True,5.0,All-in-One,macOS Monterey,3.0,2.0,5.0,1Gbps,Custom Built,EliteBook 3009,2025-05-23,266.0,Like New,1313.0,107.0,,14.0,
PC-0851,1.38,4.0,Intel Core i5,8.0,64.0,512.0,SSHD,Integrated,Intel UHD,Shared,True,802.11ac,True,4.0,Server,Windows 10,0.0,1.0,0.0,None,Acer,ThinkPad 2213,2022-12-12,1159.0,Like New,1190.0,207.0,,,
PC-0852,4.17,12.0,AMD EPYC,13.0,16.0,256.0,SSD,Dedicated,AMD Radeon RX 6600,24,True,802.11ax,True,5.0,Desktop,Ubuntu 22.04,2.0,1.0,3.0,100Mbps,HP,Predator 3828,2024-01-18,757.0,New,1346.0,271.0,,,Mid Tower
PC-0853,1.96,12.0,AMD Ryzen 9,13.0,16.0,1000.0,NVMe,Dedicated,AMD Radeon RX 7900,8,True,802.11ac,False,,Laptop,Windows Server,0.0,0.0,2.0,2.5Gbps,Lenovo,Predator 2438,2023-03-26,1055.0,Good,1426.0,278.0,3.1,14.0,
PC-0854,4.78,12.0,AMD Ryzen 9,12.0,256.0,4000.0,SSD,Dedicated,NVIDIA RTX 4080,4,True,802.11ac,True,5.0,Desktop,Fedora,6.0,3.0,4.0,2.5Gbps,Samsung,MacBook 6692,2024-11-14,456.0,Like New,3306.0,428.0,,,Full Tower
PC-0855,1.94,16.0,Intel Core i9,6.0,8.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.0,Laptop,Windows 10,3.0,1.0,0.0,10Gbps,Dell,Inspiron 9882,2025-05-30,259.0,Fair,1667.0,144.0,3.2,16.0,
PC-0856,1.88,4.0,AMD Ryzen 7,9.0,32.0,128.0,HDD,Integrated,Intel UHD,2GB,True,802.11ax,True,5.1,Laptop,Linux Server,0.0,0.0,5.0,100Mbps,MSI,ZBook 5914,2023-01-12,1128.0,Like New,1048.0,87.0,2.5,15.6,
PC-0857,1.25,10.0,Intel Core i5,11.0,16.0,512.0,HDD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.2,Server,macOS Monterey,2.0,2.0,5.0,100Mbps,Lenovo,ThinkPad 3852,2024-12-09,431.0,Like New,1208.0,,,,
PC-0858,3.04,6.0,Intel Core i3,9.0,4.0,1000.0,NVMe,Dedicated,NVIDIA RTX 3060,8,True,802.11ac,True,4.2,All-in-One,Windows 10,3.0,3.0,1.0,100Mbps,ASUS,MacBook 9335,2022-04-09,1406.0,Fair,1056.0,242.0,,,
PC-0859,3.42,12.0,Intel Core i3,13.0,4.0,512.0,NVMe,None,,,True,802.11n,True,4.0,Laptop,Windows 10,4.0,1.0,2.0,100Mbps,HP,EliteBook 2988,2024-11-01,469.0,Good,1272.0,117.0,2.2,17.3,
PC-0860,1.37,,AMD Ryzen 5,11.0,16.0,2000.0,NVMe,Dedicated,NVIDIA A6000,8,True,802.11ac,False,,Desktop,Windows 10,5.0,3.0,5.0,1Gbps,Microsoft,EliteBook 3275,2022-10-01,1231.0,Fair,1554.0,278.0,,,Mini Tower
PC-0861,4.28,10.0,AMD Ryzen 3,7.0,256.0,2000.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,5.2,All-in-One,Debian,0.0,1.0,2.0,10Gbps,Custom Built,EliteBook 9094,2024-05-07,647.0,Good,2938.0,248.0,,14.0,
PC-0862,2.96,8.0,AMD Ryzen 3,13.0,16.0,1000.0,NVMe,Dedicated,NVIDIA GTX 1650,8,True,802.11ax,True,4.0,Desktop,Windows 10,4.0,3.0,4.0,1Gbps,Custom Built,XPS 6912,2024-11-23,447.0,Like New,1405.0,258.0,,,Full Tower
PC-0863,3.25,4.0,Intel Core i3,14.0,512.0,512.0,HDD,Dedicated,AMD Radeon RX 6600,4,True,802.11ac,True,5.3,Laptop,Windows 10,4.0,3.0,1.0,1Gbps,HP,Vostro 7044,2023-12-23,783.0,Good,3343.0,481.0,2.8,15.6,
PC-0864,2.91,8.0,Intel Core i9,7.0,32.0,512.0,SSD,Integrated,Intel UHD,Shared,True,802.11n,True,5.1,Desktop,macOS Ventura,1.0,2.0,0.0,1Gbps,Samsung,Predator 3126,2023-01-27,1113.0,New,1460.0,111.0,,,Mid Tower
PC-0865,2.74,32.0,AMD Ryzen 7,10.0,32.0,256.0,SSD,Dedicated,AMD Radeon RX 6600,16,True,802.11ax,True,5.0,Laptop,Ubuntu 22.04,2.0,3.0,1.0,100Mbps,ASUS,Inspiron 2077,2025-08-02,,Like New,2803.0,379.0,2.5,14.0,
PC-0866,3.39,24.0,Intel Core i9,9.0,32.0,512.0,SSD,Integrated,Intel Iris Xe,Shared,False,,True,4.2,Gaming PC,macOS Ventura,6.0,2.0,4.0,2.5Gbps,MSI,ZBook 7523,2022-03-08,1438.0,Like New,2469.0,191.0,,,Small Form Factor
PC-0867,1.74,2.0,AMD Ryzen 7,9.0,32.0,512.0,SSD,Integrated,AMD Radeon Graphics,2GB,True,802.11ax,False,,Desktop,macOS Ventura,5.0,0.0,5.0,1Gbps,HP,Predator 9612,2022-12-25,1146.0,Good,849.0,,,,Mid Tower
PC-0868,1.85,4.0,Intel Core i5,8.0,128.0,1000.0,HDD,Integrated,AMD Radeon Graphics,2GB,True,802.11ac,True,4.0,Laptop,Windows 10,0.0,1.0,2.0,100Mbps,MSI,ROG 7708,2024-11-08,462.0,New,1713.0,144.0,3.5,16.0,
PC-0869,4.63,4.0,AMD Ryzen 7,10.0,16.0,1000.0,SSD,Integrated,Intel Iris Xe,Shared,True,802.11ac,True,4.2,Laptop,Fedora,4.0,2.0,4.0,1Gbps,Custom Built,Inspiron 3053,2022-12-31,1140.0,Like New,1257.0,88.0,1.5,16.0,
PC-0870,4.98,10.0,AMD Ryzen 5,14.0,32.0,128.0,NVMe,Integrated,AMD Radeon Graphics,4GB,True,802.11ac,True,4.2,Mini PC,Windows 10,4.0,1.0,5.0,1Gbps,HP,MacBook 2215,2025-08-01,196.0,Like New,1714.0,117.0,,,
PC-0871,2.63,12.0,Intel Core i5,10.0,256.0,512.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.1,All-in-One,Ubuntu 20.04,6.0,2.0,3.0,100Mbps,HP,Predator 8632,2026-01-08,36.0,New,2397.0,243.0,,17.3,
