name,platform,release_date,summary,meta_score,user_review,release_year,user_review_count
Infernium, Switch,2018-04-05,"In Harry Potter and the Order of the Phoenix, Harry returns for his fifth year of study at Hogwarts and discovers that much of the wizarding community has been denied the truth about the teenager’s recent encounter with the evil Lord Voldemort. Fearing that Hogwarts' venerable Headmaster, Albus Dumbledore, is lying about Voldemort's return in order to undermine his power and take his job, the Minister for Magic, Cornelius Fudge, appoints a new Defense Against the Dark Arts teacher to keep watch over Dumbledore and the Hogwarts students. But Professor Dolores Umbridge's Ministry-approved course of defensive magic leaves the young wizards woefully unprepared to defend themselves against the dark forces threatening them and the entire wizarding community, so at the prompting of his friends Hermione and Ron, Harry takes matters into his own hands. Meeting secretly with a small group of students who name themselves ""Dumbledore’s Army,"" Harry teaches them how to defend themselves against the Dark Arts, preparing the courageous young wizards for the extraordinary battle that lies ahead. With the ability to play multiple characters, including Harry Potter, Dumbledore and Sirius Black, the videogame of Harry Potter and the Order of the Phoenix offers fans the opportunity to wield a wand, explore all around Hogwarts, and experience one of the most exciting and dangerous years in the life of the Boy Who Lived. [Electronic Arts / Warner Bros.]",67,65.0,2018,669
Monster Energy Supercross - The Official Videogame, PlayStation 4,2018-02-13,"Race with the official riders from 250SX and 450SX on the official tracks, Daytona included, to experience one of the most spectacular and entertaining racing competition ever! Customize your rider and bike as you like, with countless possibilities, with more than 80 official brands and 300 items available, and challenge yourself in conquering the top of the leaderboard. Race alone or against players from all over the world thought different offline and online game modes! Feel the rush of adrenaline, enter the arena and be the King of Supercross!",67,45.0,2018,1011
Dead Island: Definitive Collection, Xbox One,2016-05-31,"(Also known as ""Dead Island: Definite Edition"") Definitive Collection contains Dead Island Definitive Edition, Dead Island: Riptide Definitive Edition and a brand new stand-alone 16-bit game Dead Island Retro Revenge. Dead Island Definitive Edition and Dead Island: Riptide Definitive Edition are fully remastered versions of Dead Island and Dead Island Riptide including all released DLC and patches. Dead Island Retro Revenge: A brand new stand-alone 16-bit game set in the style of a classic side-scrolling action/endless runner within the Dead Island universe. Smash heads, crack skulls and slice em up with visceral melee combat and true story-based 4-player co-op in a sprawling open world just waiting for exploration. Enhance and develop your unique character using RPG-like elements including an XP/leveling system and unlockable skill trees. Collect and customize thousands of weapons ranging from simple wooden bats and fire axes to heavy rifles as you search for the makings of the ultimate zombie-slaying tool.",67,52.0,2016,3822
Trivial Pursuit, Wii,2009-03-10,"The console version of Trivial Pursuit brings the party to the living room TV allowing players to customize the experience with several ways to play. Players can connect with friends in classic Trivial Pursuit mode, hone their knowledge with the single player mode, and gather their buddies and bet on their brains with the high stakes mode where every answer counts. [Electronic Arts]",67,58.0,2009,3708
WALL-E, PlayStation 2,2008-06-24,"What if mankind had to leave Earth, and somebody forgot to turn the last robot off? After hundreds of lonely years of doing what he was built for, WALL-E (short for Waste Allocation Load Lifter Earth-Class) discovers a new purpose in life (besides collecting knick-knacks) when he meets a sleek search robot named EVE. EVE comes to realize that WALL-E has inadvertently stumbled upon the key to the planet’s future, and races back to space to report her findings to the humans (who have been eagerly awaiting word that it is safe to return home). Meanwhile, WALL-E chases EVE across the galaxy and sets into motion one of the most exciting and imaginative comedy adventures ever brought to the big screen. Joining WALL-E on his fantastic journey across a universe of never-before-imagined visions of the future, is a hilarious cast of characters including a pet cockroach, and a heroic team of malfunctioning misfit robots. Players of the game take control of WALL-E and EVE through a fast-paced adventure based on the Disney/Pixar film. The game allows fans to relive some of the movie’s most thrilling moments as they explore 10 worlds filled with non-stop action and adventure, along with head-to-head multiplayer challenges. Players will recognize the storyline, characters and key locations from the WALL-E film as they carry out intense missions, dodge dangerous enemies and navigate their way through a futuristic world. In addition, the game contains new storylines and environments that movie-goers will not see in theaters. [THQ]",67,85.0,2008,4379
Two Worlds II, Xbox 360,2011-01-25,"Taking place shortly after the events portrayed in the first Two Worlds, The Temptation takes place in Eastern Antaloor, in the regions surrounding Oswaroh and the Drak’ar Desert. Featuring as much content as the original, Two Worlds: The Temptation features more intricate missions, improved voice-overs and animations, retooled horseback riding, completely revamped combat, and a new game engine that delivers improved visuals. [SouthPeak Interactive]",67,65.0,2011,2901
Full Auto 2: Battlelines, PlayStation 3,2006-12-07,"Full Auto 2: Battlelines puts high-speed vehicles outfitted with weapons and armor into fully realized and fully destructible urban street environments. Fierce combat-racing will ensue as you strategically use destruction to win races as well as leave massive devastation in your wake. Players can destroy the environment to dynamically change track conditions to block competitors, open new paths, or crush opponents with falling debris caused by well-timed missiles. Full Auto 2: Battlelines also introduces a new Arena Mode featuring team play and six different levels, each specifically designed for a unique type of multiplayer car combat. In the new multi-path single player campaign, players battle to take control of Staunton City by conquering the six different districts and taking control of opponent cars and weapons. The game's six different carnage-filled multiplayer modes, which incorporate team play and objectives ranging from classic deathmatches to unique base assaults and gladiator-style gameplay, deliver a diverse range of competitive options. The sequel implements the fan-favorite Unwreck feature, which allows players to turn back time and take another shot at a treacherous turn, avoid a deadly obstacle, or simply avoid enemy fire. [Sega]",67,77.0,2006,1918
The Little Acre, PlayStation 4,2016-12-13,"The Little Acre is the story of Aidan and his daughter, Lily, set in 1950’s Ireland. After discovering clues as to the whereabouts of his missing father, Aidan begins investigating until he inadvertently finds himself transported to a strange new world.",67,65.0,2016,1896
Taito Legends 2, PlayStation 2,2007-05-16,"Taito Legends 2 includes: Alpine Ski, Kuri Kinton, Arabian Magic, Legend Of Kage, Bonze Adventure, Liquid Kids, Cameltry, Lunar Rescue, Chack'n Pop, Majestic 12, Cleopatra Fortune, Metal Black, Crazy Balloon,Puchi Carat, Darius Gaiden, Puzzle Bobble 2, Don Doko Don,Qix Dungeon Magic, Raimais, Elevator Action Returns, Rastan 2, The Fairyland Story, Space Invaders 95, Football Champ, Space Invaders DX, Front Line, Violence Fight, Gekirindan, Wild Western, Grid Seeker: Project Storm Hammer, Insector X, Growl, KiKi KaiKai, Gun Frontier.",67,82.0,2007,882
Hard Reset Redux, Xbox One,2016-06-03,"An action-focused and hardcore single-player shooter which embraces the paradigmatic qualities that the genre has it offer. It includes over-the-top destruction, myriads of enemies, weapon variety, a challenging campaign and a cyberpunk setting.",67,64.0,2016,798
The Way, PC,2016-05-19,"Journey to another planet and discover its secrets in order to bring your loved one back to life. Experience an adventure, inspired by old school classics like Another World, Heart of Darkness and Flashback.",67,72.0,2016,2823
D4: Dark Dreams Don't Die, PC,2015-06-05,"Follow the story of Detective David Young, who has the curious ability to dive back in time, and use the power of Kinect or your controller to help David solve the mystery of his murdered wife and prevent it from ever occurring.",67,71.0,2015,4152
Fuel, PlayStation 3,2009-06-02,"Get fuelled up and prepare to race and explore the world's largest ever racing environment - over 5,000 square miles of spectacular wilderness. Set to revolutionise multi-terrain, multi-vehicle racing, FUEL is a fiercely competitive game without boundaries. On and off-road, two and four-wheeled vehicles race a massively diverse environment, from scaling the highest snow-capped mountain to racing the deepest arid canyon. In a fictional present, vast swathes of the United States have been ravaged by the extreme effects of accelerated global warming: tornados, brush fires, hurricanes and tsunamis have driven people from their homes leaving huge areas of America abandoned. Now these dangerous areas have created the perfect playground for a new breed of adrenaline junkies who set out to conquer each other, and Mother Nature, in closely fought races. There are over 70 different vehicles with which to take on any challenge that FUEL’s stunning environment throws at you. On-road and off-road bikes, cars, quads, trucks, buggies and dragsters take dangerous short-cuts, perform death-defying jumps and tear through spectacular cross-over points. FUEL's landscape is powered by cutting-edge technology and, using satellite data, features some of the most exciting and inspiring areas of America - including the Grand Canyon, Yosemite National Park, Mount Rainier and much more. In FUEL, if you can see it, you can drive to it, taking any route - on or off-road - that you want. With a draw distance of 40KM, 100,000 miles of roads, tracks and trails and hundreds of race events FUEL’s epic world demands to be explored. [Codmasters]",67,75.0,2009,4338
Namco Museum DS, DS,2007-09-18,"Namco Museum DS allows gamers to experience a virtual arcade portal where they can choose from up to eight games: ""Pac-Man,"" ""Pac-Man VS,"" ""Galaga,"" ""Xevious,"" ""Dig Dug II,"" ""Galaxian,"" ""Mappy,"" and ""The Tower of Druaga."" Features that are unique to Namco Museum DS include a screen mode selection that allows the use of different screen combinations on the Nintendo DS. This allows players the chance to fit their classic games specifically to the Nintendo DS or in the ""stand-up"" arcade style. Players can also enjoy wireless battles in Pac-Man VS, an addictive take on Pac-Man which was previously only available exclusively with the purchase or pre-order of previous games. This version of the game features downloadable play where up to four players can battle using only one Game Card. [Namco Bandai Games]",67,62.0,2007,1853
"Warhammer 40,000: Squad Command", PSP,2007-11-12,"Warhammer 40,000: Squad Command features fast, action-packed combat through turn-based strategy and an engaging, authentic single-player storyline. Gamers play as the elite Space Marines of the Ultramarines chapter and strive to combat the encroaching evil of the ruthless and daemonic influenced Chaos Space Marines through 13 cinematically-tied missions. With a robust multiplayer mode featuring 9 unique missions, gamers will team up and go head-to-head with other gamers worldwide as either the Imperium of Man or Chaos Space Marines, ensuring hours of unique replayability. Compelling single player game consisting of 13 unique missions. 9 unique multiplayer maps for Local or Global games, with small, medium and large map variants to cater for games from 2 to 8 players. Fully destructible, real time 3D battlefields mean that no two games will be the same. Pick from two Space Marine chapters or two Chaos Space Marine Legions to play as in Multiplayer games, in battles between Imperium vs. Imperium, Forces of Chaos vs. Forces of Chaos, or Imperium vs. Forces of Chaos.",67,78.0,2007,2541
Blood Will Tell, PlayStation 2,2004-09-21,"Blood Will Tell is a modern day action epic adapted from the classic manga by Osamu Tezuka (Astro Boy). Like the original manga, the game follows the adventures of Hyakkimaru, a samurai haunted by a shocking secret who embarks on a quest to uncover his past and regain his humanity. As a newborn baby he was robbed of every limb, every organ and even the ability to cry. He replaced his missing parts with weapons and departed on a quest to destroy the fiends who robbed his organs, hoping to regain his body and his future. Throughout the game, Hyakkimaru's friend Dororo is there to help and guide players and fight alongside Hyakkimaru. [Sega]",67,79.0,2004,178
Chronos: Before the Ashes, PC,2020-12-01,"An Adventure RPG with a refreshing combination of adventure game elements and RPG mechanics. Deep combat - a variety of weapons, abilities and powers are available to the player in the pursuit of their quest. Unique aging mechanic - Every time the player dies they age One year. Players must adapt to their advancing age as they progress their character; starting the game young, nimble and quick, and ending wise and more attuned to magic.",67,64.0,2020,109
Super Daryl Deluxe, PlayStation 4,2018-04-10,"Super Daryl Deluxe is an RPGvania with brawler-style combat set inside of a perfectly normal, sprawling, multi-dimensional high school.",67,54.0,2018,2324
Disney's Meet the Robinsons, PlayStation 2,2007-03-27,"What if you could change the past? What if you could control the future? What if time was on your side? Play as Wilbur Robinson and experience the thrills of time travel adventure. With a ton of crazy gadgets at your disposal, battle enemies and solve puzzles while in pursuit of the dastardly Bowler Hat Guy and his diabolical robotic hat, Doris. It's up to you to thward their evil plans and save the future! Explore ancient Egypt, the Robinsons' mansion, The Hive and other supercool locales. Break out the Charge Glove, the Disassembler, the Scanner, the family Album, the Havoc Gloves and the Leviathon device. [Buena Vista Games]",67,50.0,2007,1343
Blair Witch, Xbox One,2019-08-30,"Your darkest fears will awaken in these woods. It's 1996. A young boy disappears in the Black Hills Forest near Burkittsville, Maryland. As Ellis, a former police officer with a troubled past, you join the search. What starts as an ordinary investigation soon turns into an endless nightmare as you confront your fears and the Blair Witch, a mysterious force that haunts the woods Blair Witch is a first-person, story-driven psychological horror game based on the cinematic lore of Blair Witch. A STORY OF THE HUMAN DESCENT INTO DARKNESS From the creative minds behind the critically acclaimed Layers of Fear, experience first-hand the toll that fear can take on the mind in an original story inspired by the cinematic lore of Blair Witch. FIND THE WAY THROUGH THE HAUNTED WOODS With just your loyal dog Bullet by your side, navigate your way through a cursed forest that warps and distorts both time and space. YOUR SANITY AGAINST HER CURSE Stand against the horrors of the Blair Witch and the decaying sanity of a man burdened by his past. HOW WILL YOU FACE YOUR FEARS? As you delve deeper into the woods, how you react to danger and behave under pressure will ultimately teach you more about yourself.",67,66.0,2019,4115
Small Radios Big Televisions, PC,2016-11-08,Explore the inner workings of deserted factories in search of data cassettes that contain boundless virtual worlds. Collect more tapes and explore more worlds and you'll soon discover new methods of traversal and control that will take you farther than you'd ever expect.,67,48.0,2016,4415
Rogue Wizards, PC,2016-09-27,"The Council oversees the elam families, aristocrats who are descended from the first humans in Rilfanor, and the banlits, who were originally people born without magical abilities. The Guild has never admitted banlits because of their lack of magical capacity; and they've never admitted women because they believed women were too weak-minded to control such power. Now, many generations later, the elam magic is weakening, and latent magic talent has reappeared among the banlit population. Many of the elam are in denial, but some of them want to take the radical step of allowing banlits, including women, into the Guild.",67,67.0,2016,912
CALENDULA, PC,2016-02-02,Calendula is an experimental meta game about trying to play a game. Use your logic to thrive against conventions and get surrounded by a dark atmosphere.,67,74.0,2016,3550
Tecmo Bowl Throwback, Xbox 360,2010-04-28,"TECMO BOWL THROWBACK brings back the gameplay you loved, and stays true to the Tecmo Super Bowl legacy! Challenge friends in online multiplayer mode in either the classic 2D style or in the new, modern 3D graphics. Local and online multiplayer mode is up to two players. [Tecmo]",67,73.0,2010,2555
Rayman Raving Rabbids, Xbox 360,2007-04-24,"Rayman Raving Rabbids marks the return of the iconic video-game hero, Rayman, in his funniest and zaniest adventure ever. When the world of Rayman is threatened by a devastating invasion of crazed, out-of-control bunnies Rayman must rise up against his furry foes to foil their wicked plans. Utilizing an array of amazing new abilities, and with the help of magical creatures, Rayman must break out all the moves to save his world from these delirious bunnies and their hare-raising antics. Combat the Ultra-Crazed Evil Rabbits – Take control of Rayman and his knack for attack to help save his world from the raving rabbids. They are mischievous, insane and completely out of control. There are several types of rabbids each with its own mischievous characteristics. Tame and control various creatures such as sharks, eagles, rhinos, spiders and angelfish. Rayman can master each animal's unique capabilities to help in his battle against the devious rabbits. Customize and disguise Rayman. Go punk, pop, rock or hip hop to infiltrate the bunnies and foil their devious plans. Explore amazing free-roaming environments and beautiful epic landscapes that mix real and fantastical styles to create a visually stunning experience. [Ubisoft]",67,75.0,2007,2306
Sega Superstars Tennis, PlayStation 3,2008-03-18,"Sixteen fan-favorite SEGA characters from Sonic to NiGHTS are serving up fun in SEGA Superstars Tennis. Multiple madcap mini-games keep the party rolling and up to four friends can challenge each other in tournaments, exhibitions and unlockable special events. With hilarious cameos and comical guest umpires from SEGA's rich gaming history, this fun-filled tennis party promises to be a smashing good time for the whole family. Zany SEGA Characters with Superstar Abilities - Each of the 16 characters has their own superstar alter-ego, which gives them the winning edge on the court. Ten Fantastical Themed Courts - Guest umpires will supervise the action on a wide variety of colorful courts, from Sonic's lush Green Hill Zone to Ulala's galactic Space Channel 5 world, just to name a couple. Four Action-Packed Tournaments - As you slice your way through the competitive tournaments, you will unlock loads of bonus content. Classic Soundtrack - Faithfully recreated in full Dolby Digital 5.1, treasured SEGA tunes will entertain SEGA fans new and old. [Sega]",67,76.0,2008,1744
Harry Potter and the Order of the Phoenix, PlayStation 3,2007-06-25,"In Harry Potter and the Order of the Phoenix, Harry returns for his fifth year of study at Hogwarts and discovers that much of the wizarding community has been denied the truth about the teenager’s recent encounter with the evil Lord Voldemort. Fearing that Hogwarts' venerable Headmaster, Albus Dumbledore, is lying about Voldemort's return in order to undermine his power and take his job, the Minister for Magic, Cornelius Fudge, appoints a new Defense Against the Dark Arts teacher to keep watch over Dumbledore and the Hogwarts students. But Professor Dolores Umbridge's Ministry-approved course of defensive magic leaves the young wizards woefully unprepared to defend themselves against the dark forces threatening them and the entire wizarding community, so at the prompting of his friends Hermione and Ron, Harry takes matters into his own hands. Meeting secretly with a small group of students who name themselves ""Dumbledore’s Army,"" Harry teaches them how to defend themselves against the Dark Arts, preparing the courageous young wizards for the extraordinary battle that lies ahead. With the ability to play multiple characters, including Harry Potter, Dumbledore and Sirius Black, the videogame of Harry Potter and the Order of the Phoenix offers fans the opportunity to wield a wand, explore all around Hogwarts, and experience one of the most exciting and dangerous years in the life of the Boy Who Lived. [Electronic Arts / Warner Bros.]",67,47.0,2007,4214
Psikyo Shooting Stars Bravo, Switch,2020-02-18,"Classic shooting games in a retro compliation for NSW. Includes Samurai Aces, TENGAI, [SENGOKU CANNON/SAMURAI ACES 3], GUNBIRD, GUNBIRD2, and GUNBARICH.",67,,2020,4850
Fragile Dreams: Farewell Ruins of the Moon, Wii,2010-03-16,"Marked by a remarkably haunting score, FRAGILE DREAMS: FAREWELL RUINS OF THE MOON finds protagonist Seto exploring an eerie and abandoned world, seemingly populated only by haunting ghosts and demons. As this lonely and lost soul, players encounter memorable characters, and discover the back story behind scavenged items that provide insight into the population’s last days before a devastating apocalypse. Amidst this strangely beautiful atmosphere, players utilize the Wii Remote as a flashlight to illuminate Seto’s surroundings, solve puzzles and interact with the bleak, devastated environment, set to a moving, emotional soundtrack. [XSEED]",67,83.0,2010,4027
Dewy's Adventure, Wii,2007-09-25,"The evil Don Hedron has descended upon the peaceful forest with Black Water and it's up to Dewy, a small droplet of water, to eliminate the terrible scourge and save the towering Elder Tree. Take control of Dewy using the Wii Remote, rolling him around the environment and using special elemental powers with unique gesture-based controls to take on the dastardly forces of Don Hedron. Control heat and cold to transform Dewy into ice and steam to solve puzzles and restore a beautiful world of peace! Unleash special elemental powers with the Wii Remote to take on enemies and solve puzzles - shoot bolts of lightning, create earthquakes or wind and more. Control temperature that heat or cool Dewy down to turn him into ice and steam for even more choices in battle. [Konami]",67,63.0,2007,246
Jak and Daxter Collection, PlayStation Vita,2013-06-18,"Nearly 10 years ago, the Jak and Daxter franchise debuted on PlayStation 2, raising the bar for the platforming genre and quickly becoming a fan favorite. Today, we announced that the original Jak and Daxter trilogy will be coming together for the first time ever on one Blu-ray disc in the Jak and Daxter Collection. Available exclusively for PlayStation 3, The Jak and Daxter Collection includes the dynamic duo's first three adventures: Jak and Daxter: The Precursor Legacy, Jak II and Jak 3.",67,62.0,2013,1330
Cooking Mama, DS,2006-09-12,"Learn how to cook with your Nintendo DS! As a budding chef you must first prepare foods then combine raw ingredients together as you cook them on the stove. Follow real recipes or experiment with your own combinations to create a culinary masterpiece with your stylus. Create 76 different, real world dishes from fried eggs to cabbage meat rolls. By mastering the first 15 recipes you can unlock 61 increasingly complex bonus recipes to expand your skills in the kitchen. The stylus is your master kitchen tool. Use it in more than 200 mini-games to chop, slice, pan fry, knead, grate, mash, tenderize, mix, peel, carve, roll and more. Once your dish is ready, you can even use the stylus to prepare the final layout of your meal. Cool food down by blowing into the Nintendo DS microphone. Combine recipes to create more advanced dishes. Share recipes with up to 4 other people or transfer a saved game to a friend via the DS wireless link. Earn bronze, silver and gold medals based on the quality of your cooking. Practice mode lets you finetune your cooking skills without being judged. [Majesco]",67,73.0,2006,3098
Samurai Jack: Battle Through Time, PlayStation 4,2020-08-21,"Become Samurai Jack, the greatest warrior of the past, present and future. Journey through time to finally stop Aku’s evil reign in this new adventure told by the creators of Samurai Jack. Encounter your favorite characters from the show including The Scotsman, Scaramouche, Sir Rothchild and more.",67,75.0,2020,707
City of Brass, Xbox One,2018-05-05,"Assume the role of a daring thief in City of Brass, a first-person action adventure from senior BioShock developers. Armed with scimitar and a versatile whip, you’ll lash and slash, bait and trap your way to the heart of an opulent, Arabian Nights-themed metropolis.",67,36.0,2018,2185
Operation Flashpoint: Red River, PC,2011-06-06,"Taking a small step into the future, Red River depicts a fictional conflict with contemporary geopolitical themes, which will unfold over three distinct acts in both single player and drop-in-drop-out co-operative play for up to four players online. Faced with new counter-insurgency combat and the returning threat of the Chinese PLA, players will feel the tension, brutality and carnage of modern conflict from the perspective of a marine fireteam on deployment in a hostile country, thousands of miles from home.",67,49.0,2011,1098
The Sims: Pet Stories, PC,2007-06-19,"Train, play, and care for your cats and dogs, and count on many unexpected twists and turns in this easy-to-play, laptop-friendly version of The Sims. The Sims Pet Stories features two great ways to play. In the new and engaging directed Story mode, you take on a variety of challenges as you compete for 1st place in a local pet show and learn to tame a variety of pet personalities. You even unlock rewards along the way as you achieve set goals. In open-ended Classic mode, you create your Sims and their pets, design their homes, and teach your pets tricks. You decide how their stories unfold. [Electronic Arts]",67,76.0,2007,1859
Freestyle MetalX, Xbox,2003-09-14,"Freestyle Metal X unleashes anarchy with the freedom to do what you want, when you want. Break windows, run over people, ride where you normally can't ride--and get away with it. With a variety of stunt combinations, Freestyle Metal X encourages you to push the envelope with psychotic tricks in freestyle environments full of challenges and side events. A sizable dose of insanity will help you perform stunts on the tops of buildings, jump over the Vegas Strip, or shoot yourself out of a cannon onto the Marina streets.",67,67.0,2003,1705
Circus Maximus: Chariot Wars, Xbox,2002-02-24,"As the FIRST and ONLY game to combine the classic themes of chariot racing and gladiator fighting, Circus Maximus: Chariot Wars brings the raw excitement of survival racing to the majestic coliseums and arenas of the Roman Empire. There is no other game like it!",67,63.0,2002,2985
Dark Summit, PlayStation 2,2001-11-26,"Chief O?Leary has mysteriously closed the summit of Mt. Garrick to all boarders and is trying desperately to drive them away. As the young and rebellious Naya, players will shred, jib and stomp sick tricks in the first ever mission-based snowboarding game. Free ride this vast mountain and unlock restricted areas on your way to the summit. But be prepared, Chief O?Leary will not go down without a fight. [THQ]",67,,2001,3897
18 Wheeler: American Pro Trucker, Dreamcast,2001-05-22,"Get behind the wheel of a 60-foot-long, 20-ton, 18-wheeled truck and buckle up as you drive in locations from New York to California. 18 Wheeler: American Pro Trucker features arcade-style racing in four gameplay modes: arcade, parking, score attack, and versus. You'll transport cargo and race against other truck drivers--all while protecting your rig from damage. In versus mode, you can take on a friend in split-screen action on four different raceways.",67,69.0,2001,227
In Cold Blood, PC,2001-03-25,Travel the world controlling M16 Secret British Secret Service agent John Cord in this Spy action action adventure.,67,72.0,2001,4204
RayCrisis: Series Termination, PlayStation,2000-10-25,"An ambitious and unethical scientist, a secret experiment gone horribly awry, and an artificially intelligent supercomputer gone mad; all the necessary ingredients for the imminent extinction of mankind. You are humanity's last hope, a hotshot pilot given the unenviable task of flying an experimental fighter into the dark heart of the Con-Human Network. Seize the controls of three Wave Rider spacecraft, each equippped with the WR-01 primary weapon array, WR-02 secondary lock-on laser system, and WR-03 single-use weapon for emergency situations. RayCrisis: Series Termination is the final entry in Taito's acclaimed trilogy of shooters, and it bombards your CRT with an abundance of fourth-generation optical stimulation: multilevel scrolling, transparency and lighting effects, and enough polygons to overload your cerebral cortex. Dodge, weave, and blast through two play modes, disintegrating wave after wave of relentless bogeys, to achieve high scores and unlock hidden bonuses. Prepare your senses, reinforce your nerves, and limber your trigger finger - the final assault has begun!",67,,2000,2397
Last Stop, Switch,2021-07-22,"An adventure set in present day London, where you play as three separate characters whose worlds collide in the midst of a supernatural crisis. Last Stop is a single-player third-person adventure set in present day London. Written and developed by Variable State, creators of the award-winning Virginia, Last Stop tells three interconnected tales featuring three playable main characters. Donna, a spaced-out high-schooler who feels trapped by her stifling home life and her overprotective big sister. Away from home, Donna seeks teenage thrills with her friends Becky and Vivek, but gets more than she bargained for when the trio become unexpected kidnappers in a game of amateur detective gone wrong. John, an overworked middle-aged single dad. Burdened with debt and the pressures of being an only parent, John jealously pines after the free and easy life of his twenty-something bachelor neighbour, Jack. When the pair unwittingly fall foul of a vengeful stranger, a cursed artefact threatens to transform their lives forever. Meena, a ruthlessly ambitious professional who struggles to find the same satisfaction with her family that she does in the thrill of her work. As Meena vies with an upstart colleague for a crucial promotion, something ancient stirs in the basement beneath her workplace. Last Stop is fully voice acted, featuring hours of dialogue and a voice cast of dozens, with performances from some of the brightest talent in the UK today, including rising stars Lulu Simpson as Molly Smith and Kassian Akhtar as Dylan Hughes. Last Stop features an original soundtrack by BAFTA award winning composer Lyndon Holland, performed by the Prague Philharmonic Orchestra. Roleplay as 3 unique characters. Make choices to shape their conversations. Walk in their shoes and discover where their individual stories lead.",67,50.0,2021,447
A-Train: All Aboard! Tourism, Switch,2021-03-12,"All aboard! Tourism is a one-way ticket to urban planning. A-Train, the classic urban development simulation game that allows you to create the city of your dreams, is now available on the Nintendo Switch. Become the president of your very own railroad company, laying tracks and running your trains as you see fit. However, you will be responsible for more than the railroad. You'll also be tasked with managing subsidiaries, playing the stock market, and participating in urban planning, in order to develop and expand your town. This latest installment in the A-Train series introduces the element of tourism to the urban planning formula, and focuses on building up towns into bustling tourism capitals. Providing realistic business management simulations of financing, investing, and more, as well as a wide variety of customizable options for all your vehicles, A-Train: All Aboard! Tourism is packed full of features for you to explore. But don't be overwhelmed—players old and new alike will be able to jump right into the series thanks to the fun and practical tutorials provided in the early stages. So why not hop aboard the A-Train with your trusted team of advisors, and start crafting a bright future for your town?",67,,2021,1829
Interrogation: You will be deceived, PC,2019-12-05,"As a police detective tasked with bringing down a dangerous terrorist group, you fight on two fronts: interrogating suspects & managing your team and its reputation. With time running out, how far will you go to stop these criminals? Manipulation, threats or even torture? Does the end justify the means?",67,76.0,2019,526
LEGRAND LEGACY: Tale of the Fatebounds, Switch,2019-01-24,"A tactical turn-based RPG that takes you on a journey through Legrand, a chaotic world that's torn apart by civil war and threatened by an otherworldly invasion. You play as Finn, the reluctant leader of a band of unlikely heroes, who soon discovers that the true peril to their universe lies within themselves.",67,58.0,2019,798
Onimusha: Warlords, PC,2019-01-15,"As power-hungry warlords battle one another for control of feudal Japan, a young princess is kidnapped. Now, one lone swordsman, Samanosuke, boldly volunteers to rescue and avenge her. An entire legion of demon warriors stands between you and the princess, so you'll need all your weapons and magic to break through. The world of Onimusha: Warlords comes alive with waterfalls, wind effects, insects, and weather, but in order to triumph, you must stay focused on your mission.",67,64.0,2019,4030
Biomutant, PC,2021-05-25,"Biomutant is an open-word, post-apocalyptic Kung-Fu fable RPG, with a unique martial arts styled combat system allowing you to mix melee, shooting and mutant ability action. Your actions play a major part in the unfolding of a story where End is coming to the New World. A plague is ruining the land and the Tree-of-Life is bleeding death from its roots. The Tribes stand divided, in need of someone strong enough to unite them or bring them all down... Although you are guided through the world by a Storyteller that narrates every step of your journey, it's your actions and choices that'll decide how your story of survival ends.",67,63.0,2021,4192
CrossworDS, DS,2008-05-05,"[Also known as ""Nintendo Presents: Crossword Collection"" in the UK/EU""] Choose from more than a thousand crossword puzzles or hone your word skills with Wordsearch or Anagrams. No matter which type of puzzle you choose, you can easily save your progress at any time and return later to finish. Crosswords DS is designed for all players—just select your difficulty level and start off with a basic four-by-four puzzle. As you progress, the game will increase in difficulty and puzzle size. Use the DS stylus like a pencil to write or circle your answers on the touch-control screen. Erasing mistakes is as simple as writing the new answer over the old one. A hint system is also included in case you need some friendly assistance. In Crosswords DS, you'll find puzzles perfect for everyone regardless of age or experience. Exercise your word skills in more than a thousand touch-control word puzzles to challenge every skill level. [Nintendo]",67,68.0,2008,4143
MVP Baseball, PSP,2005-05-18,"Dominate from Wire to Wire: Take your team all the way from opening day to the World Series in Season mode. Wireless Head-to-Head Gameplay: Challenge friends sitting next to you or across the room to an Exhibition Game, Homerun Shootout, or Pitcher Showdown. Party Play: Four players can compete in Batting and Pitching mini-games using one PSP unit. EA Pocket Trax: This new feature designed for PSP allows you to listen and watch music content via this built in player. [Electronic Arts]",67,77.0,2005,162
Disintegration, Xbox One,2020-06-16,"Dive into an action-drived first-person shooter, set in near-future sci-fi universe created by V1 Interactive, a newly-assembled studio of industry veterans. Journey into a vision of tomorrow where humankind is on the brink of extinction and has turned to technology in the hope of survival. Using a process known as Integration, human minds are surgically implanted into robotic armatures creating a new form of sentient life. As a domineering enemy superpower known as the Rayonne emerges, take on the role of Romer Shoal, an expert Gravcycle pilot. Astride your heavily-modified craft (fitted with an armoured chassis and a powerful array of weapons), lead a small resistance force in the fight to save what remains of humanity.",67,60.0,2020,3868
Shape of the World, Switch,2018-06-06,"A first-person exploration game that grows around you. Without your presence, will the forest still come alive?",67,70.0,2018,3796
